macro_topic,macro_topic_name,corporate_subgroup,corporate_final_merge_group_id,corporate_topic_label,corporate_topic_summary,year,series_role,source,year_frequency,denominator_source_docs_in_macro_topic,relative_share_of_macro_topic_source_docs,year_document_count,annual_source_macro_document_count,annual_document_prevalence,n_contributing_external_topics,contributing_external_group_count,contributing_external_groups_json,series_unique_document_count,series_topic_size_count,corporate_topic_size_count,corporate_group_size_count,corporate_unique_document_count,corporate_topic_id
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_S007,Commercialization Pathway of Processed Coal and Feedstocks,"The micro-topic tracks the evolution of commercialization efforts related to processed feedstocks, initially focusing on fuel technology and specialized materials, then shifting through technical evaluations of coal processing, and finally stabilizing on the persistent theme of commercialization risks associated with processed coal.",2011,media_aggregate,media,0,3105,0.0,0,117,0.0,0,0,[],0,0,24,1,22,corporate_T2::corporate_T2_S007
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_S007,Commercialization Pathway of Processed Coal and Feedstocks,"The micro-topic tracks the evolution of commercialization efforts related to processed feedstocks, initially focusing on fuel technology and specialized materials, then shifting through technical evaluations of coal processing, and finally stabilizing on the persistent theme of commercialization risks associated with processed coal.",2012,media_aggregate,media,0,3105,0.0,0,121,0.0,0,0,[],0,0,24,1,22,corporate_T2::corporate_T2_S007
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_S007,Commercialization Pathway of Processed Coal and Feedstocks,"The micro-topic tracks the evolution of commercialization efforts related to processed feedstocks, initially focusing on fuel technology and specialized materials, then shifting through technical evaluations of coal processing, and finally stabilizing on the persistent theme of commercialization risks associated with processed coal.",2013,media_aggregate,media,0,3105,0.0,0,169,0.0,0,0,[],0,0,24,1,22,corporate_T2::corporate_T2_S007
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_S007,Commercialization Pathway of Processed Coal and Feedstocks,"The micro-topic tracks the evolution of commercialization efforts related to processed feedstocks, initially focusing on fuel technology and specialized materials, then shifting through technical evaluations of coal processing, and finally stabilizing on the persistent theme of commercialization risks associated with processed coal.",2014,media_aggregate,media,0,3105,0.0,0,271,0.0,0,0,[],0,0,24,1,22,corporate_T2::corporate_T2_S007
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_S007,Commercialization Pathway of Processed Coal and Feedstocks,"The micro-topic tracks the evolution of commercialization efforts related to processed feedstocks, initially focusing on fuel technology and specialized materials, then shifting through technical evaluations of coal processing, and finally stabilizing on the persistent theme of commercialization risks associated with processed coal.",2015,media_aggregate,media,0,3105,0.0,0,131,0.0,0,0,[],0,0,24,1,22,corporate_T2::corporate_T2_S007
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_S007,Commercialization Pathway of Processed Coal and Feedstocks,"The micro-topic tracks the evolution of commercialization efforts related to processed feedstocks, initially focusing on fuel technology and specialized materials, then shifting through technical evaluations of coal processing, and finally stabilizing on the persistent theme of commercialization risks associated with processed coal.",2016,media_aggregate,media,0,3105,0.0,0,93,0.0,0,0,[],0,0,24,1,22,corporate_T2::corporate_T2_S007
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_S007,Commercialization Pathway of Processed Coal and Feedstocks,"The micro-topic tracks the evolution of commercialization efforts related to processed feedstocks, initially focusing on fuel technology and specialized materials, then shifting through technical evaluations of coal processing, and finally stabilizing on the persistent theme of commercialization risks associated with processed coal.",2017,media_aggregate,media,0,3105,0.0,0,62,0.0,0,0,[],0,0,24,1,22,corporate_T2::corporate_T2_S007
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_S007,Commercialization Pathway of Processed Coal and Feedstocks,"The micro-topic tracks the evolution of commercialization efforts related to processed feedstocks, initially focusing on fuel technology and specialized materials, then shifting through technical evaluations of coal processing, and finally stabilizing on the persistent theme of commercialization risks associated with processed coal.",2018,media_aggregate,media,0,3105,0.0,0,64,0.0,0,0,[],0,0,24,1,22,corporate_T2::corporate_T2_S007
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_S007,Commercialization Pathway of Processed Coal and Feedstocks,"The micro-topic tracks the evolution of commercialization efforts related to processed feedstocks, initially focusing on fuel technology and specialized materials, then shifting through technical evaluations of coal processing, and finally stabilizing on the persistent theme of commercialization risks associated with processed coal.",2019,media_aggregate,media,0,3105,0.0,0,73,0.0,0,0,[],0,0,24,1,22,corporate_T2::corporate_T2_S007
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_S007,Commercialization Pathway of Processed Coal and Feedstocks,"The micro-topic tracks the evolution of commercialization efforts related to processed feedstocks, initially focusing on fuel technology and specialized materials, then shifting through technical evaluations of coal processing, and finally stabilizing on the persistent theme of commercialization risks associated with processed coal.",2020,media_aggregate,media,0,3105,0.0,0,49,0.0,0,0,[],0,0,24,1,22,corporate_T2::corporate_T2_S007
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_S007,Commercialization Pathway of Processed Coal and Feedstocks,"The micro-topic tracks the evolution of commercialization efforts related to processed feedstocks, initially focusing on fuel technology and specialized materials, then shifting through technical evaluations of coal processing, and finally stabilizing on the persistent theme of commercialization risks associated with processed coal.",2021,media_aggregate,media,0,3105,0.0,0,66,0.0,0,0,[],0,0,24,1,22,corporate_T2::corporate_T2_S007
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_S007,Commercialization Pathway of Processed Coal and Feedstocks,"The micro-topic tracks the evolution of commercialization efforts related to processed feedstocks, initially focusing on fuel technology and specialized materials, then shifting through technical evaluations of coal processing, and finally stabilizing on the persistent theme of commercialization risks associated with processed coal.",2022,media_aggregate,media,0,3105,0.0,0,69,0.0,0,0,[],0,0,24,1,22,corporate_T2::corporate_T2_S007
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_S007,Commercialization Pathway of Processed Coal and Feedstocks,"The micro-topic tracks the evolution of commercialization efforts related to processed feedstocks, initially focusing on fuel technology and specialized materials, then shifting through technical evaluations of coal processing, and finally stabilizing on the persistent theme of commercialization risks associated with processed coal.",2023,media_aggregate,media,0,3105,0.0,0,83,0.0,0,0,[],0,0,24,1,22,corporate_T2::corporate_T2_S007
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_S007,Commercialization Pathway of Processed Coal and Feedstocks,"The micro-topic tracks the evolution of commercialization efforts related to processed feedstocks, initially focusing on fuel technology and specialized materials, then shifting through technical evaluations of coal processing, and finally stabilizing on the persistent theme of commercialization risks associated with processed coal.",2024,media_aggregate,media,0,3105,0.0,0,80,0.0,0,0,[],0,0,24,1,22,corporate_T2::corporate_T2_S007
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_S007,Commercialization Pathway of Processed Coal and Feedstocks,"The micro-topic tracks the evolution of commercialization efforts related to processed feedstocks, initially focusing on fuel technology and specialized materials, then shifting through technical evaluations of coal processing, and finally stabilizing on the persistent theme of commercialization risks associated with processed coal.",2025,media_aggregate,media,0,3105,0.0,0,8,0.0,0,0,[],0,0,24,1,22,corporate_T2::corporate_T2_S007
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2000,academic_aggregate,academic,0,12332,0.0,0,23,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2001,academic_aggregate,academic,0,12332,0.0,0,31,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2002,academic_aggregate,academic,0,12332,0.0,0,39,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2003,academic_aggregate,academic,0,12332,0.0,0,48,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2004,academic_aggregate,academic,0,12332,0.0,0,55,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2005,academic_aggregate,academic,0,12332,0.0,0,48,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2006,academic_aggregate,academic,0,12332,0.0,0,62,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2007,academic_aggregate,academic,0,12332,0.0,0,74,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2008,academic_aggregate,academic,0,12332,0.0,0,96,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2009,academic_aggregate,academic,0,12332,0.0,0,92,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2010,academic_aggregate,academic,0,12332,0.0,0,126,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2011,academic_aggregate,academic,0,12332,0.0,0,135,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2012,academic_aggregate,academic,0,12332,0.0,0,193,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2013,academic_aggregate,academic,0,12332,0.0,0,228,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2014,academic_aggregate,academic,0,12332,0.0,0,253,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2015,academic_aggregate,academic,0,12332,0.0,0,290,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2016,academic_aggregate,academic,0,12332,0.0,0,331,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2017,academic_aggregate,academic,0,12332,0.0,0,411,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2018,academic_aggregate,academic,0,12332,0.0,0,664,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2019,academic_aggregate,academic,0,12332,0.0,0,1035,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2020,academic_aggregate,academic,0,12332,0.0,0,1211,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2021,academic_aggregate,academic,0,12332,0.0,0,1523,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2022,academic_aggregate,academic,0,12332,0.0,0,1672,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2023,academic_aggregate,academic,0,12332,0.0,0,2345,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2024,academic_aggregate,academic,0,12332,0.0,0,3810,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2025,academic_aggregate,academic,0,12332,0.0,0,1952,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2000,corporate,corporate,0,439,0.0,0,0,0.0,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2001,corporate,corporate,1,439,0.0022779043280182,1,1,1.0,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2002,corporate,corporate,2,439,0.0045558086560364,2,3,0.6666666666666666,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2003,corporate,corporate,7,439,0.0159453302961275,4,5,0.8,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2004,corporate,corporate,10,439,0.0227790432801822,5,7,0.7142857142857143,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2005,corporate,corporate,3,439,0.0068337129840546,2,2,1.0,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2006,corporate,corporate,13,439,0.0296127562642369,7,10,0.7,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2007,corporate,corporate,7,439,0.0159453302961275,4,6,0.6666666666666666,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2008,corporate,corporate,10,439,0.0227790432801822,9,10,0.9,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2009,corporate,corporate,14,439,0.0318906605922551,13,21,0.6190476190476191,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2010,corporate,corporate,15,439,0.0341685649202733,15,22,0.6818181818181818,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2011,corporate,corporate,16,439,0.0364464692482915,14,25,0.56,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2012,corporate,corporate,30,439,0.0683371298405467,17,28,0.6071428571428571,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2013,corporate,corporate,25,439,0.0569476082004555,21,41,0.5121951219512195,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2014,corporate,corporate,32,439,0.0728929384965831,25,37,0.6756756756756757,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2015,corporate,corporate,25,439,0.0569476082004555,23,35,0.6571428571428571,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2016,corporate,corporate,25,439,0.0569476082004555,21,30,0.7,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2017,corporate,corporate,13,439,0.0296127562642369,11,17,0.6470588235294118,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2018,corporate,corporate,10,439,0.0227790432801822,9,19,0.4736842105263157,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2019,corporate,corporate,14,439,0.0318906605922551,13,21,0.6190476190476191,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2020,corporate,corporate,12,439,0.0273348519362186,11,24,0.4583333333333333,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2021,corporate,corporate,13,439,0.0296127562642369,13,19,0.6842105263157895,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2022,corporate,corporate,10,439,0.0227790432801822,10,15,0.6666666666666666,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2023,corporate,corporate,8,439,0.0182232346241457,7,14,0.5,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2024,corporate,corporate,8,439,0.0182232346241457,8,13,0.6153846153846154,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2025,corporate,corporate,6,439,0.0136674259681093,4,14,0.2857142857142857,0,0,[],269,329,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2000,media_aggregate,media,0,3105,0.0,0,12,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
T2,Operational sustainability and circular production,corporate_T2,corporate_T2_PG01,"Leaching, Mining, and Processing Lifecycle","The micro-topic tracks the evolution of reporting around the technical and financial aspects of mineral extraction, heavily focusing on the leaching process, recovery estimates, and associated asset valuation risks across nearly two decades.",2001,media_aggregate,media,0,3105,0.0,0,9,0.0,0,0,[],0,0,329,9,269,corporate_T2::corporate_T2_PG01
