topic_id,macro_topic,source,subgroup,final_merge_group_id,component_micro_topic_id,component_topic_name,component_count,component_representation,component_order
academic_T2::academic_T2_PG02,T2,academic,academic_T2,academic_T2_PG02,73,73_sustentabilidad_municipales_municipal_municipalities,72,sustentabilidad · municipales · municipal · municipalities · indicadores · residuos · resíduos · recyclable · tecnológico · consorcios,7
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,4,4_circularity_ukraine_circular_ukrainian,527,circularity · ukraine · circular · ukrainian · enterprises · competitiveness · municipal · innovation · economy · eu,1
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,6,6_cathodes_cathode_pyrometallurgy_recycling,454,cathodes · cathode · pyrometallurgy · recycling · hydrometallurgy · electrochemical · licoo2 · lithium · pyrometallurgical · graphite,2
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,8,8_metallurgy_tailings_metallurgical_steelmaking,418,metallurgy · tailings · metallurgical · steelmaking · smelting · mining · ores · extractive · ore · metals,3
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,11,11_remanufacturing_logistics_remanufactured_recycling,382,remanufacturing · logistics · remanufactured · recycling · manufacturing · logistic · optimization · retailer · rl · manufacturers,4
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,22,22_pyrolysis_plastics_polyolefins_polyethylene,250,pyrolysis · plastics · polyolefins · polyethylene · hdpe · pyrolytic · polystyrene · polypropylene · polyolefin · depolymerization,5
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,30,30_weee_ewaste_electronic_eee,190,weee · ewaste · electronic · eee · recycling · electronics · disposal · epr · ict · devices,6
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,32,32_rubber_rubbers_rubberised_aggregates,185,rubber · rubbers · rubberised · aggregates · concrete · rubberized · tyres · tire · tyre · cement,7
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,39,39_pv_photovoltaic_photovoltaics_perovskites,150,pv · photovoltaic · photovoltaics · perovskites · perovskite · recycling · solar · silicon · semiconductor · renewable,8
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,40,40_petrochemical_chemicals_chemical_propylene,150,petrochemical · chemicals · chemical · propylene · solvents · refineries · dimethyl · microreactor · methanol · solvent,9
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,48,48_ai_generative_sustainscrum_hpc,137,ai · generative · sustainscrum · hpc · analytics · computational · computing · esg · algorithms · metrics,10
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,53,53_tailings_kaolin_bricks_sintering,113,tailings · kaolin · bricks · sintering · clay · ceramics · ceramic · kaolinite · geotechnical · brick,11
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,55,55_electrowinning_metals_pcbs_weee,109,electrowinning · metals · pcbs · weee · hydrometallurgical · copper · pcb · palladium · solvents · electronics,12
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,60,60_fabrication_geopolymers_concrete_geopolymer,89,fabrication · geopolymers · concrete · geopolymer · extrusion · buildability · formwork · 3dpc · asme · cementitious,13
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,64,64_asphalt_bitumen_recycled_pavements,82,asphalt · bitumen · recycled · pavements · aggregates · bituminous · pavement · paving · cracking · tensile,14
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,66,66_bitumen_asphalts_asphalt_plastics,81,bitumen · asphalts · asphalt · plastics · hdpe · plasticmodified · polyurethane · plastic · polyethylene · bituminous,15
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,70,70_ema_emergy_profitability_ecological,76,ema · emergy · profitability · ecological · accounting · ecosystem · eca · bioaccounting · emas · msme,16
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,77,77_tyres_tire_tyre_rubber,67,tyres · tire · tyre · rubber · tires · geoenvironmental · rubbers · pyrolysis · styrene · elastomer,17
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,83,83_geopolymers_geopolymeric_geopolymerization_geopolymer,58,geopolymers · geopolymeric · geopolymerization · geopolymer · geopolymerized · metakaolin · kaolin · geocomposites · aluminosilicate · zeolitic,18
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,89,89_exergy_thermoeconomics_thermoeconomic_emergy,54,exergy · thermoeconomics · thermoeconomic · emergy · exergoenvironmental · exergetic · exergoenvironment · cogeneration · exergoeconomic · ecosystem,19
academic_T2::academic_T2_PG03,T2,academic,academic_T2,academic_T2_PG03,94,94_depolymerizability_polymers_polymer_polymerizability,50,depolymerizability · polymers · polymer · polymerizability · thermoplastics · copolymers · depolymerization · polyacetals · polyethylenes · homopolymers,20
academic_T2::academic_T2_PG04,T2,academic,academic_T2,academic_T2_PG04,5,5_biosorption_wastewater_adsorbents_effluents,461,biosorption · wastewater · adsorbents · effluents · biosorbents · photocatalyst · biochar · effluent · photocatalysts · adsorption,1
academic_T2::academic_T2_PG04,T2,academic,academic_T2,academic_T2_PG04,17,17_irrigation_wastewater_wastewaters_irrigated,291,irrigation · wastewater · wastewaters · irrigated · irrigating · fertigation · effluent · irrigate · soils · soil,2
academic_T2::academic_T2_PG04,T2,academic,academic_T2,academic_T2_PG04,20,20_wetland_wetlands_greywater_wastewater,264,wetland · wetlands · greywater · wastewater · wastewaters · effluents · effluent · phytoremediation · macrophytes · sewage,3
academic_T2::academic_T2_PG04,T2,academic,academic_T2,academic_T2_PG04,58,58_ultrafiltration_microfiltration_desalination_wastewaters,96,ultrafiltration · microfiltration · desalination · wastewaters · filtration · wastewater · effluent · biofouling · osmosis · membrane,4
academic_T2::academic_T2_PG06,T2,academic,academic_T2,academic_T2_PG06,13,13_plastics_concrete_hdpe_composites,357,plastics · concrete · hdpe · composites · polyethylene · plastic · aggregates · recycled · polypropylene · ldpe,1
academic_T2::academic_T2_PG06,T2,academic,academic_T2,academic_T2_PG06,19,19_concrete_concretes_aggregates_recycled,276,concrete · concretes · aggregates · recycled · cement · durability · aggregate · rca · structural · rac,2
academic_T2::academic_T2_PG06,T2,academic,academic_T2,academic_T2_PG06,27,27_pla_thermoplastic_plastics_polymers,222,pla · thermoplastic · plastics · polymers · extrusion · polylactic · polypropylene · polymer · extruder · fdm,3
academic_T2::academic_T2_PG06,T2,academic,academic_T2,academic_T2_PG06,45,45_concrete_glass_recycled_pozzolan,139,concrete · glass · recycled · pozzolan · pozzolanic · concretes · aggregates · silica · cement · glassware,4
academic_T2::academic_T2_PG06,T2,academic,academic_T2,academic_T2_PG06,47,47_hdpe_thermoplastic_biocomposites_polyethylene,137,hdpe · thermoplastic · biocomposites · polyethylene · composites · polypropylene · biocomposite · polymers · polymer · recycled,5
academic_T2::academic_T2_PG06,T2,academic,academic_T2,academic_T2_PG06,50,50_cfrp_cfrps_composites_thermoplastics,120,cfrp · cfrps · composites · thermoplastics · frp · thermoplastic · cfrpcs · cfrtp · cfrtps · thermoset,6
academic_T2::academic_T2_PG06,T2,academic,academic_T2,academic_T2_PG06,59,59_concrete_marble_aggregates_granites,90,concrete · marble · aggregates · granites · granite · cement · mortars · dust · sand · mortar,7
academic_T2::academic_T2_PG06,T2,academic,academic_T2,academic_T2_PG06,81,81_concrete_ceramic_aggregates_ceramics,60,concrete · ceramic · aggregates · ceramics · pozzolans · pozzolanic · cement · metakaolin · cements · silica,8
academic_T2::academic_T2_PG08,T2,academic,academic_T2,academic_T2_PG08,18,18_machining_machinability_manufacturing_milling,289,machining · machinability · manufacturing · milling · alloys · metalworking · cnc · carbide · aerospace · lubrication,1
academic_T2::academic_T2_PG08,T2,academic,academic_T2,academic_T2_PG08,79,79_bauxite_alumina_mud_aluminum,62,bauxite · alumina · mud · aluminum · aluminium · slag · refining · smelting · leaching · calcination,2
academic_T2::academic_T2_PG09,T2,academic,academic_T2,academic_T2_PG09,23,23_stormwater_bioretention_rainwater_runoff,248,stormwater · bioretention · rainwater · runoff · sewerage · catchments · drainage · catchment · hydrological · sewers,1
academic_T2::academic_T2_PG09,T2,academic,academic_T2,academic_T2_PG09,93,93_groundwater_aquifer_hydrogeology_aquifers,50,groundwater · aquifer · hydrogeology · aquifers · hydrogeological · stormwater · irrigation · seawater · subsurface · recharging,2
academic_T2::academic_T2_PG10,T2,academic,academic_T2,academic_T2_PG10,26,26_iot_sensors_bins_rfid,223,iot · sensors · bins · rfid · disposal · bin · recyclable · sensor · trash · inefficiencies,1
academic_T2::academic_T2_PG10,T2,academic,academic_T2,academic_T2_PG10,28,28_convolutional_cnns_imagenet_trashnet,213,convolutional · cnns · imagenet · trashnet · resnet · recyclable · classification · efficientnet · categorization · biodegradable,2
academic_T2::academic_T2_PG10,T2,academic,academic_T2,academic_T2_PG10,35,35_aquaflownet_wastewater_effluent_aeration,174,aquaflownet · wastewater · effluent · aeration · sewage · aerator · neural · sensors · ai · scada,3
academic_T2::academic_T2_PG10,T2,academic,academic_T2,academic_T2_PG10,38,38_microalga_microalgal_microalgae_algae,158,microalga · microalgal · microalgae · algae · photobioreactors · chlorella · wastewater · wastewaters · effluents · algal,4
academic_T2::academic_T2_PG10,T2,academic,academic_T2,academic_T2_PG10,44,44_biosolids_biosolid_biosludge_wastewater,139,biosolids · biosolid · biosludge · wastewater · sludge · biorefinery · sludges · sewage · biogas · gasification,5
academic_T2::academic_T2_PG10,T2,academic,academic_T2,academic_T2_PG10,46,46_anammox_denitrification_nitrification_nitrifying,137,anammox · denitrification · nitrification · nitrifying · wastewater · bioreactors · wastewaters · aeration · effluents · bioreactor,6
academic_T2::academic_T2_PG10,T2,academic,academic_T2,academic_T2_PG10,61,61_struvite_phosphates_wastewater_superphosphate,87,struvite · phosphates · wastewater · superphosphate · wastewaters · eutrophication · phosphorus · phosphate · fertiliser · mgnh4po4,7
academic_T2::academic_T2_PG10,T2,academic,academic_T2,academic_T2_PG10,65,65_bioelectrochemical_biocathode_wastewater_biohydrogen,82,bioelectrochemical · biocathode · wastewater · biohydrogen · greywater · electrochemical · microbial · bioelectrode · mfcs · bioelectricity,8
academic_T2::academic_T2_PG10,T2,academic,academic_T2,academic_T2_PG10,71,71_wastewater_hydropower_effluent_aeration,75,wastewater · hydropower · effluent · aeration · ghg · hydro · renewable · unfccc · turbines · cogeneration,9
academic_T2::academic_T2_PG10,T2,academic,academic_T2,academic_T2_PG10,84,84_aquaponics_aquaponic_aquaculture_mariculture,57,aquaponics · aquaponic · aquaculture · mariculture · hydroponics · hydroponic · biofertilizers · aquacultural · biofloc · wastewater,10
academic_T2::academic_T2_PG10,T2,academic,academic_T2,academic_T2_PG10,86,86_ai_landfill_biodegradation_technologies,56,ai · landfill · biodegradation · technologies · analytics · algorithms · arima · predictive · forecasting · neural,11
academic_T2::academic_T2_S002,T2,academic,academic_T2,academic_T2_S002,2,2_indicator_indicators_kpis_methodology,606,indicator · indicators · kpis · methodology · objectives · competitiveness · assessment · evaluation · csr · scorecard,1
academic_T2::academic_T2_S010,T2,academic,academic_T2,academic_T2_S010,10,10_biorefineries_biorefinery_bioeconomy_lca,396,biorefineries · biorefinery · bioeconomy · lca · biomass · bioenergy · bioethanol · gasification · biofuel · biofuels,1
academic_T2::academic_T2_S021,T2,academic,academic_T2,academic_T2_S021,21,21_ohs_osh_hse_safety,258,ohs · osh · hse · safety · smes · ohsms · ppe · compliance · workplace · hazards,1
academic_T2::academic_T2_S024,T2,academic,academic_T2,academic_T2_S024,24,24_oilfield_petroleum_drilling_offshore,234,oilfield · petroleum · drilling · offshore · downhole · subsea · wellbore · salinity · shale · fluids,1
academic_T2::academic_T2_S031,T2,academic,academic_T2,academic_T2_S031,31,31_reuse_redevelopment_preservation_reusing,186,reuse · redevelopment · preservation · reusing · revitalization · architectural · buildings · renovation · architecture · reused,1
academic_T2::academic_T2_S054,T2,academic,academic_T2,academic_T2_S054,54,54_neodymium_solvometallurgy_hydrometallurgy_bioleaching,112,neodymium · solvometallurgy · hydrometallurgy · bioleaching · biomining · rhenium · hydrometallurgical · lanthanum · yttrium · magnets,1
academic_T2::academic_T2_S056,T2,academic,academic_T2,academic_T2_S056,56,56_eia_sea_strategic_eias,109,eia · sea · strategic · eias · assessment · nepa · assessments · consideration · matsushita · ecia,1
academic_T2::academic_T2_S075,T2,academic,academic_T2,academic_T2_S075,75,75_envelopment_efficiencies_eco_disposability,70,envelopment · efficiencies · eco · disposability · prosperities · dea · pollutions · innovation · gdp · globalisation,1
academic_T2::academic_T2_S076,T2,academic,academic_T2,academic_T2_S076,76,76_nanocelluloses_nanocellulose_nanopaper_cellulose,68,nanocelluloses · nanocellulose · nanopaper · cellulose · papermaking · cellulosic · pulping · lignin · biomass · nanofibers,1
academic_T2::academic_T2_S088,T2,academic,academic_T2,academic_T2_S088,88,88_wastewater_infrastructure_stakeholders_indicator,54,wastewater · infrastructure · stakeholders · indicator · indicators · interdisciplinary · utilities · watersheds · watershed · reclamation,1
corporate_T2::corporate_T2_PG01,T2,corporate,corporate_T2,corporate_T2_PG01,1,1_leaching_mining_leach_processing,74,leaching · mining · leach · processing · ore · mineralized · gold · metallurgical · metals · depreciation,1
corporate_T2::corporate_T2_PG01,T2,corporate,corporate_T2,corporate_T2_PG01,2,2_uncertainties_mineralization_mining_minerals,62,uncertainties · mineralization · mining · minerals · commodity · estimates · estimating · recoverability · mineral · ore,2
corporate_T2::corporate_T2_PG01,T2,corporate,corporate_T2,corporate_T2_PG01,3,3_recoverability_asset_assets_impairment,60,recoverability · asset · assets · impairment · impairments · commodity · recoverable · impaired · estimates · reclamation,3
corporate_T2::corporate_T2_PG01,T2,corporate,corporate_T2,corporate_T2_PG01,5,5_recycling_concentrates_pgm_silver,29,recycling · concentrates · pgm · silver · pgms · turnaround · sulfides · processing · recycled · smelter,4
corporate_T2::corporate_T2_PG01,T2,corporate,corporate_T2,corporate_T2_PG01,6,6_mineralized_mining_minerals_exploration,26,mineralized · mining · minerals · exploration · geochemical · drilling · geologist · land · trenching · sampling,5
corporate_T2::corporate_T2_PG01,T2,corporate,corporate_T2,corporate_T2_PG01,8,8_leaching_ore_leach_metals,23,leaching · ore · leach · metals · extraction · silver · recoveries · assaying · extracts · estimated,6
corporate_T2::corporate_T2_PG01,T2,corporate,corporate_T2,corporate_T2_PG01,9,9_reserves_drilling_uncertainties_producing,21,reserves · drilling · uncertainties · producing · waterflood · risks · obtaining · fracturing · oil · investments,7
corporate_T2::corporate_T2_PG01,T2,corporate,corporate_T2,corporate_T2_PG01,10,10_extraction_gold_metallic_autoclave,19,extraction · gold · metallic · autoclave · slag · grinding · extractable · analytical · extracting · silica,8
corporate_T2::corporate_T2_PG01,T2,corporate,corporate_T2,corporate_T2_PG01,12,12_drilling_uncertainties_rigs_recompletion,15,drilling · uncertainties · rigs · recompletion · development · drill · opportunity · availability · construction · infrastructure,9
corporate_T2::corporate_T2_S000,T2,corporate,corporate_T2,corporate_T2_S000,0,0_regulatory_impurities_substances_regulations,106,regulatory · impurities · substances · regulations · environmental · liability · contamination · compliance · liable · remediation,1
corporate_T2::corporate_T2_S004,T2,corporate,corporate_T2,corporate_T2_S004,4,4_epa_wastewater_groundwater_environmental,40,epa · wastewater · groundwater · environmental · pipeline · disposal · shale · fracturing · regulatory · hydraulic,1
corporate_T2::corporate_T2_S007,T2,corporate,corporate_T2,corporate_T2_S007,7,7_commercialization_feedstock_coal_manufacturing,24,commercialization · feedstock · coal · manufacturing · commercialize · markets · processed · developing · marketability · profits,1
corporate_T2::corporate_T2_S011,T2,corporate,corporate_T2,corporate_T2_S011,11,11_reclamation_mining_exploration_obligations,19,reclamation · mining · exploration · obligations · reclaim · remediation · competition · industry · land · development,1
media_T2::media_T2_PG01,T2,media,media_T2,media_T2_PG01,0,0_reuse_recyclable_bins_composting,2757,reuse · recyclable · bins · composting · reused · efficiency · consumption · tonnes · landfill · wasted,1
media_T2::media_T2_PG01,T2,media,media_T2,media_T2_PG01,1,1_textiles_reuse_upcycling_fabrics,350,textiles · reuse · upcycling · fabrics · upcycled · garments · recyclable · garment · apparel · polyester,2
academic_T3::academic_T3_PG01,T3,academic,academic_T3,academic_T3_PG01,2,2_sustainment_nurses_nursing_healthcare,1748,sustainment · nurses · nursing · healthcare · patients · nurse · clinical · hospitals · nhs · co2e,1
academic_T3::academic_T3_PG01,T3,academic,academic_T3,academic_T3_PG01,163,163_ecodent_dental_dentistry_dentists,93,ecodent · dental · dentistry · dentists · dentist · ecopoint · caries · prosthodontics · toothbrushing · dentifrices,2
academic_T3::academic_T3_PG02,T3,academic,academic_T3,academic_T3_PG02,3,3_biofertilizer_biofertilizers_fertilisers_fertilizers,1676,biofertilizer · biofertilizers · fertilisers · fertilizers · fertilizer · biochar · vermicompost · nutrient · nutrients · crops,1
academic_T3::academic_T3_PG02,T3,academic,academic_T3,academic_T3_PG02,110,110_biogas_biomethane_bioenergy_biomass,142,biogas · biomethane · bioenergy · biomass · biodigesters · biodigester · biodigestion · digesters · digester · manure,2
academic_T3::academic_T3_PG02,T3,academic,academic_T3,academic_T3_PG02,169,169_composting_organic_manure_fertilizer,87,composting · organic · manure · fertilizer · farming · cultivation · compost · fertilizers · composter · farmers,3
academic_T3::academic_T3_PG02,T3,academic,academic_T3,academic_T3_PG02,206,206_phosphorus_phosphate_nutrient_eutrophication,60,phosphorus · phosphate · nutrient · eutrophication · fertilisers · fertilising · fertiliser · phytate · fertilizers · fertilizer,4
academic_T3::academic_T3_PG03,T3,academic,academic_T3,academic_T3_PG03,4,4_byproducts_bioactive_polyphenols_phenolics,1568,byproducts · bioactive · polyphenols · phenolics · nutraceutical · nutritional · antioxidant · ingredient · carotenoids · phytochemicals,1
academic_T3::academic_T3_PG03,T3,academic,academic_T3,academic_T3_PG03,8,8_dietary_interventions_nutrition_obesity,1049,dietary · interventions · nutrition · obesity · omnivores · healthier · diet · prevalence · dietitians · eating,2
academic_T3::academic_T3_PG03,T3,academic,academic_T3,academic_T3_PG03,10,10_dietary_nutrition_diet_nutritional,1036,dietary · nutrition · diet · nutritional · nutrients · fao · diets · ghg · legumes · kcal,3
academic_T3::academic_T3_PG03,T3,academic,academic_T3,academic_T3_PG03,62,62_cosmeceuticals_cosmeceutical_moisturizers_balms,272,cosmeceuticals · cosmeceutical · moisturizers · balms · bioactive · moisturizing · phytocosmetics · cosmetics · skincare · bioavailability,4
academic_T3::academic_T3_PG03,T3,academic,academic_T3,academic_T3_PG03,218,218_millets_millet_grains_sorghum,56,millets · millet · grains · sorghum · maize · crops · cereals · dietary · nutritious · nutritional,5
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,5,5_bioplastic_bioplastics_biodegradability_biopolymers,1540,bioplastic · bioplastics · biodegradability · biopolymers · biodegradable · biopolymer · polysaccharides · plastics · microplastics · chitosan,1
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,7,7_sdg_sdg6_sanitation_desalination,1143,sdg · sdg6 · sanitation · desalination · groundwater · rainwater · sewerage · wastewater · wash · watershed,2
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,22,22_polyurethane_polyurethanes_lignin_thermosets,611,polyurethane · polyurethanes · lignin · thermosets · thermosetting · polymers · polymer · biobased · isocyanates · epoxy,3
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,25,25_biorefineries_biomass_biorefinery_biofuels,533,biorefineries · biomass · biorefinery · biofuels · biofuel · bioenergy · feedstocks · bioethanol · ethanol · feedstock,4
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,39,39_geopolymers_concrete_geopolymer_concretes,416,geopolymers · concrete · geopolymer · concretes · pozzolans · cement · pozzolanic · cements · slag · clinker,5
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,40,40_biomass_ecooking_cookstoves_woodfuel,414,biomass · ecooking · cookstoves · woodfuel · stoves · lpg · cookstove · stove · fuels · fuelwood,6
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,51,51_stereolithography_pla_fdm_thermoplastic,321,stereolithography · pla · fdm · thermoplastic · manufacturing · fabrication · polymers · prototyping · extrusion · polylactic,7
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,53,53_inkjet_semiconducting_bioelectronics_conductive,315,inkjet · semiconducting · bioelectronics · conductive · biodegradability · biodegradable · capacitive · triboelectric · electrochromic · electronics,8
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,59,59_biorefineries_biorefinery_biomass_feedstocks,284,biorefineries · biorefinery · biomass · feedstocks · catalysts · transesterification · petrochemical · feedstock · furfural · biocatalysts,9
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,70,70_footprint_evapotranspiration_freshwater_wastewater,241,footprint · evapotranspiration · freshwater · wastewater · irrigation · water · watershed · groundwater · cropwat · irrigated,10
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,81,81_footprint_ecosystem_hectares_biocapacity,210,footprint · ecosystem · hectares · biocapacity · emergy · indicator · ecosystems · footprints · npp · hectare,11
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,96,96_bioproduction_bioconversion_biomass_feedstocks,166,bioproduction · bioconversion · biomass · feedstocks · bioprocess · bioprocesses · ethanol · microbial · lignocellulosic · cellobiose,12
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,104,104_polyhydroxyalkanoate_polyhydroxybutyrate_polyhydroxyalkanoates_bioplastic,147,polyhydroxyalkanoate · polyhydroxybutyrate · polyhydroxyalkanoates · bioplastic · biodegradability · biopolyesters · bioplastics · biopolymers · biodegradable · biopolymer,13
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,123,123_biocomposites_polybutylene_biodegradable_composites,125,biocomposites · polybutylene · biodegradable · composites · polymers · polymer · polyethylene · pla · polylactic · biobased,14
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,129,129_geopolymers_extrudability_fabrication_concrete,121,geopolymers · extrudability · fabrication · concrete · extrusion · buildability · nanoclay · prototyping · 3dcp · printability,15
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,149,149_hempcrete_biocomposites_geopolymer_composites,102,hempcrete · biocomposites · geopolymer · composites · insulation · insulations · aggregates · hemp · hygrothermal · porosity,16
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,152,152_desalinations_desalination_desalinated_desalinate,102,desalinations · desalination · desalinated · desalinate · solar · nanofluids · seawater · freshwater · deionization · dehumidification,17
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,165,165_briquettes_briquette_briquetting_biomass,90,briquettes · briquette · briquetting · biomass · charcoal · sawdust · biocoke · pellets · fuels · biobriquettes,18
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,168,168_biolubricants_biolubricant_lubricity_lubrication,87,biolubricants · biolubricant · lubricity · lubrication · lubricating · lubricants · lubricant · biodegradability · tribological · biohydrocarbons,19
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,175,175_biochars_biochar_hydrochar_biomass,79,biochars · biochar · hydrochar · biomass · charcoal · gasification · pyrolysis · bioproduct · feedstock · soil,20
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,190,190_biocomposites_mycelium_biodegradability_biocomposite,70,biocomposites · mycelium · biodegradability · biocomposite · biomaterial · biodegradable · mycelial · lignocellulosic · fungal · composites,21
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,199,199_biosorbents_adsorbents_bioadsorbents_biosorbent,65,biosorbents · adsorbents · bioadsorbents · biosorbent · sorbents · adsorbent · adsorption · adsorptive · sorption · adsorbing,22
academic_T3::academic_T3_PG04,T3,academic,academic_T3,academic_T3_PG04,214,214_hydrogel_hydrogels_biodegradability_biodegradable,57,hydrogel · hydrogels · biodegradability · biodegradable · superabsorbents · absorbents · microgels · eutectogels · microgel · polymers,23
academic_T3::academic_T3_PG05,T3,academic,academic_T3,academic_T3_PG05,9,9_scm_stakeholder_sourcing_supplier,1046,scm · stakeholder · sourcing · supplier · logistics · procurement · gscm · manufacturing · supply · suppliers,1
academic_T3::academic_T3_PG05,T3,academic,academic_T3,academic_T3_PG05,26,26_csr_stakeholder_stakeholders_societal,529,csr · stakeholder · stakeholders · societal · responsibility · corporates · corporations · ethical · corporate · governance,2
academic_T3::academic_T3_PG05,T3,academic,academic_T3,academic_T3_PG05,35,35_smes_eco_innovations_manufacturing,455,smes · eco · innovations · manufacturing · sme · stakeholder · capabilities · capability · entrepreneurial · enterprises,3
academic_T3::academic_T3_PG05,T3,academic,academic_T3,academic_T3_PG05,52,52_topsis_multicriteria_ahp_supplier,316,topsis · multicriteria · ahp · supplier · subcriteria · mcdm · criteria · suppliers · optimizacija · selection,4
academic_T3::academic_T3_PG06,T3,academic,academic_T3,academic_T3_PG06,11,11_oecd_cointegration_econometric_economies,959,oecd · cointegration · econometric · economies · gdp · fdi · emissions · brics · globalization · regression,1
academic_T3::academic_T3_PG06,T3,academic,academic_T3,academic_T3_PG06,132,132_gdp_oecd_indicator_wealth,120,gdp · oecd · indicator · wealth · prosperity · financialization · assets · stiglitz · income · capital,2
academic_T3::academic_T3_PG07,T3,academic,academic_T3,academic_T3_PG07,12,12_nanocatalysts_iupac_catalysts_chemicals,930,nanocatalysts · iupac · catalysts · chemicals · catalysis · solvents · syntheses · photocatalysts · chemical · chemists,1
academic_T3::academic_T3_PG07,T3,academic,academic_T3,academic_T3_PG07,98,98_nanosafety_nanoproducts_nanomaterial_nanoremediation,163,nanosafety · nanoproducts · nanomaterial · nanoremediation · nanotoxicity · nanotech · nanomanufacturing · nanosafe · nanomaterials · nanoenergy,2
academic_T3::academic_T3_PG07,T3,academic,academic_T3,academic_T3_PG07,140,140_petrochemistry_ecomaterials_chem_chemistry,112,petrochemistry · ecomaterials · chem · chemistry · icechim · romania · priochem · politehnica · symposium · ro,3
academic_T3::academic_T3_PG07,T3,academic,academic_T3,academic_T3_PG07,196,196_nanoparticles_nanomaterial_nanoparticle_nanomaterials,67,nanoparticles · nanomaterial · nanoparticle · nanomaterials · tio2 · antibacterial · photocatalytic · nanotechnology · ftir · antimicrobial,4
academic_T3::academic_T3_PG08,T3,academic,academic_T3,academic_T3_PG08,13,13_circularity_ce_ecosystem_stakeholders,854,circularity · ce · ecosystem · stakeholders · stakeholder · economies · reuse · recycling · circular · sectors,1
academic_T3::academic_T3_PG08,T3,academic,academic_T3,academic_T3_PG08,16,16_agroecology_agroecosystems_agroecosystem_agrobiodiversity,706,agroecology · agroecosystems · agroecosystem · agrobiodiversity · agroecological · agrifood · fao · foodscapes · agriculture · agri,2
academic_T3::academic_T3_PG08,T3,academic,academic_T3,academic_T3_PG08,20,20_agronomy_intercropping_agronomic_agricultural,643,agronomy · intercropping · agronomic · agricultural · agriculture · farming · agroecological · agroforestry · crops · farmers,3
academic_T3::academic_T3_PG08,T3,academic,academic_T3,academic_T3_PG08,23,23_pastureland_grazing_livestock_grassland,591,pastureland · grazing · livestock · grassland · grasslands · pasture · forages · pastures · ruminants · pastoralism,4
academic_T3::academic_T3_PG08,T3,academic,academic_T3,academic_T3_PG08,42,42_digitalization_digitalisation_digital_digitization,385,digitalization · digitalisation · digital · digitization · digitisation · sgd · digitainability · analytics · digitalized · capability,5
