relation_id,macro_topic,macro_topic_name,corporate_topic_label,external_source,external_relation_label,external_topic_label,external_final_merge_group_id,corporate_unique_document_count,external_unique_document_count,spearman_r,spearman_p,corporate_first_active_year,external_first_active_year,first_active_year_gap,corporate_peak_year,external_peak_year,peak_year_gap,peak_analysis_result,external_prior_exposure_3y_sum,external_prior_exposure_3y_mean,corporate_onset_prevalence,corporate_following_3y_max_prevalence,corporate_later_growth_3y,prior_exposure_later_growth_pattern
individual::0059,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Critique of Sustainability Paradigms: From Development to Systemic Transformation,Critique of Sustainability Paradigms: From Development to Systemic Transformation,academic_T3_S006,41,1415,-0.4730100382641043,0.0303423206699893,2008,2000,8.0,2025,2001,24.0,External peaks before corporate (corporate peak: 2025; external peak: 2001; gap: 24),0.4322519523760361,0.1440839841253453,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0060,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Econometric Analysis of Economic Growth and Environmental Sustainability,Econometric Analysis of Economic Growth and Environmental Sustainability,academic_T3_PG06,41,1045,0.1870354879095885,0.4168934348611804,2008,2001,7.0,2025,2025,0.0,Synchronous peak (corporate peak: 2025; external peak: 2025; gap: 0),0.0314652407008642,0.0104884135669547,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0061,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Ecopsychological Drivers of Proenvironmental Behavior,Ecopsychological Drivers of Proenvironmental Behavior,academic_T3_S028,41,492,-0.2358273543207855,0.3034186412505014,2008,2000,8.0,2025,2000,25.0,External peaks before corporate (corporate peak: 2025; external peak: 2000; gap: 25),0.0236947979041916,0.0078982659680638,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0062,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Energy Transition and Sustainable Fuels,Energy Transition and Sustainable Fuels,academic_T3_S213,41,57,-0.3581069953444682,0.1109467799861169,2008,2001,7.0,2025,2001,24.0,External peaks before corporate (corporate peak: 2025; external peak: 2001; gap: 24),0.01482038232648,0.00494012744216,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0063,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Evolution of Aviation Sustainability Focus,Evolution of Aviation Sustainability Focus,academic_T3_PG29,41,165,0.0169636653401541,0.9418203940912468,2008,2000,8.0,2025,2001,24.0,External peaks before corporate (corporate peak: 2025; external peak: 2001; gap: 24),0.0049261083743842,0.0016420361247947,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0064,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Evolution of CSR/ESG in Banking,Evolution of CSR/ESG in Banking,academic_T3_PG20,41,883,0.4526800939261056,0.0393429508529436,2008,2000,8.0,2025,2024,1.0,External peaks before corporate (corporate peak: 2025; external peak: 2024; gap: 1),0.0385151802306716,0.0128383934102238,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0065,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Evolution of Circularity and Stakeholder Engagement in Food/Economic Systems,Evolution of Circularity and Stakeholder Engagement in Food/Economic Systems,academic_T3_PG08,41,4917,0.1036827161237936,0.6546954839242818,2008,2000,8.0,2025,2000,25.0,External peaks before corporate (corporate peak: 2025; external peak: 2000; gap: 25),0.188028883734993,0.062676294578331,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0066,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Evolution of Green Building Standards Adoption and Implementation,Evolution of Green Building Standards Adoption and Implementation,academic_T3_PG11,41,823,-0.043370547921064,0.851922507623426,2008,2000,8.0,2025,2008,17.0,External peaks before corporate (corporate peak: 2025; external peak: 2008; gap: 17),0.0392777407008642,0.0130925802336214,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0067,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Evolution of Green Intellectual Capital (GIC) and Intangible Assets in Sustainability,Evolution of Green Intellectual Capital (GIC) and Intangible Assets in Sustainability,academic_T3_S220,41,53,0.5621465500485759,0.007993015445692,2008,2000,8.0,2025,2000,25.0,External peaks before corporate (corporate peak: 2025; external peak: 2000; gap: 25),0.0,0.0,0.5,0.5,0.0,no_prior_external_exposure_no_later_corporate_growth
individual::0068,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Evolution of Municipal Governance and Participation in Sustainability,Evolution of Municipal Governance and Participation in Sustainability,academic_T3_S216,41,57,-0.3263809211445667,0.1487463395826331,2008,2001,7.0,2025,2005,20.0,External peaks before corporate (corporate peak: 2025; external peak: 2005; gap: 20),0.0247146562785758,0.0082382187595252,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0069,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Evolution of Sustainability Accounting and Auditing Focus,Evolution of Sustainability Accounting and Auditing Focus,academic_T3_S048,41,335,0.0941954087660608,0.6846464145411434,2008,2000,8.0,2025,2000,25.0,External peaks before corporate (corporate peak: 2025; external peak: 2000; gap: 25),0.0147783251231527,0.0049261083743842,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0070,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Evolution of Sustainability Balanced Scorecard (SBSC) Application,Evolution of Sustainability Balanced Scorecard (SBSC) Application,academic_T3_S170,41,84,0.3695124947553341,0.0992335784415823,2008,2003,5.0,2025,2003,22.0,External peaks before corporate (corporate peak: 2025; external peak: 2003; gap: 22),0.01091413232648,0.0036380441088266,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0071,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Evolution of Sustainable HRM/GHRM Integration,Evolution of Sustainable HRM/GHRM Integration,academic_T3_S038,41,409,0.3342331956548371,0.1386502516062803,2008,2000,8.0,2025,2025,0.0,Synchronous peak (corporate peak: 2025; external peak: 2025; gap: 0),0.0,0.0,0.5,0.5,0.0,no_prior_external_exposure_no_later_corporate_growth
individual::0072,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Evolution of Sustainable Public Procurement Frameworks,Evolution of Sustainable Public Procurement Frameworks,academic_T3_S087,41,181,-0.2345571493847107,0.3061065649959761,2008,2007,1.0,2025,2009,16.0,External peaks before corporate (corporate peak: 2025; external peak: 2009; gap: 16),0.00390625,0.0013020833333333,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0073,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Evolution of Sustainable Sourcing and Supplier Relationships in SCM,Evolution of Sustainable Sourcing and Supplier Relationships in SCM,academic_T3_PG05,41,2287,-0.0420152182985307,0.8565030287833185,2008,2000,8.0,2025,2010,15.0,External peaks before corporate (corporate peak: 2025; external peak: 2010; gap: 15),0.130365923018495,0.0434553076728316,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0074,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Evolution of Sustainable Textile and Apparel Discourse,Evolution of Sustainable Textile and Apparel Discourse,academic_T3_S001,41,2166,0.3992742293774953,0.0729576406459126,2008,2000,8.0,2025,2022,3.0,External peaks before corporate (corporate peak: 2025; external peak: 2022; gap: 3),0.0078125,0.0026041666666666,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0075,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Evolution of Sustainable and Ecological Marketing Strategy,Evolution of Sustainable and Ecological Marketing Strategy,academic_T3_S202,41,60,0.3147435110949058,0.1646397658263352,2008,2012,-4.0,2025,2014,11.0,External peaks before corporate (corporate peak: 2025; external peak: 2014; gap: 11),0.0,0.0,0.5,0.5,0.0,no_prior_external_exposure_no_later_corporate_growth
individual::0076,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Evolution of the Water-Energy-Food Nexus Research Focus,Evolution of the Water-Energy-Food Nexus Research Focus,academic_T3_S129,41,116,0.2170964184697995,0.3445144109057492,2008,2008,0.0,2025,2015,10.0,External peaks before corporate (corporate peak: 2025; external peak: 2015; gap: 10),0.0,0.0,0.5,0.5,0.0,no_prior_external_exposure_no_later_corporate_growth
individual::0077,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,FinTech's Role in Sustainable Finance and Ecosystem Transformation,FinTech's Role in Sustainable Finance and Ecosystem Transformation,academic_T3_S134,41,110,0.51670230646465,0.0164707702247638,2008,2012,-4.0,2025,2025,0.0,Synchronous peak (corporate peak: 2025; external peak: 2025; gap: 0),0.0,0.0,0.5,0.5,0.0,no_prior_external_exposure_no_later_corporate_growth
individual::0078,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,HEI Sustainability Assessment and ESD Integration,HEI Sustainability Assessment and ESD Integration,academic_T3_PG15,41,930,-0.5373881953344337,0.0119951289729341,2008,2000,8.0,2025,2004,21.0,External peaks before corporate (corporate peak: 2025; external peak: 2004; gap: 21),0.1112978783811687,0.0370992927937229,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0079,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Household Behavioral Determinants of Prosumer Adoption,Household Behavioral Determinants of Prosumer Adoption,academic_T3_PG16,41,536,-0.2609009523376506,0.2533249055527289,2008,2001,7.0,2025,2001,24.0,External peaks before corporate (corporate peak: 2025; external peak: 2001; gap: 24),0.01482038232648,0.00494012744216,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0080,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Hydrogen and Biohydrogen in Decarbonization,Hydrogen and Biohydrogen in Decarbonization,academic_T3_S160,41,96,0.5202940042335418,0.0156097104809179,2008,2003,5.0,2025,2003,22.0,External peaks before corporate (corporate peak: 2025; external peak: 2003; gap: 22),0.0059880239520958,0.0019960079840319,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0081,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Islamic Finance Instruments for SDGs,Islamic Finance Instruments for SDGs,academic_T3_S217,41,56,0.3946383143181649,0.0766625149210305,2008,2017,-9.0,2025,2025,0.0,Synchronous peak (corporate peak: 2025; external peak: 2025; gap: 0),0.0,0.0,0.5,0.5,0.0,no_prior_external_exposure_no_later_corporate_growth
individual::0082,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Life Cycle Assessment and GHG Footprinting Evolution,Life Cycle Assessment and GHG Footprinting Evolution,academic_T3_S208,41,57,0.0205596929208959,0.9295141788744616,2008,2008,0.0,2025,2015,10.0,External peaks before corporate (corporate peak: 2025; external peak: 2015; gap: 10),0.0,0.0,0.5,0.5,0.0,no_prior_external_exposure_no_later_corporate_growth
individual::0083,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,MNCs and SDGs Engagement,MNCs and SDGs Engagement,academic_T3_S118,41,130,0.2131268008698083,0.3536231239729474,2008,2006,2.0,2025,2006,19.0,External peaks before corporate (corporate peak: 2025; external peak: 2006; gap: 19),0.0049261083743842,0.0016420361247947,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0084,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Socio-Economic and Environmental Sustainability Integration,Socio-Economic and Environmental Sustainability Integration,academic_T3_S141,41,98,-0.1898833190681041,0.4097051996496082,2008,2007,1.0,2025,2007,18.0,External peaks before corporate (corporate peak: 2025; external peak: 2007; gap: 18),0.0078125,0.0026041666666666,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0085,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Sustainable Logistics and Warehousing Evolution,Sustainable Logistics and Warehousing Evolution,academic_T3_PG24,41,522,0.1945529776423449,0.3980663319037462,2008,2005,3.0,2025,2017,8.0,External peaks before corporate (corporate peak: 2025; external peak: 2017; gap: 8),0.0169021562785758,0.0056340520928586,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0086,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,Sustainable Transport Evolution,Sustainable Transport Evolution,academic_T3_S000,41,2435,0.0609898330139962,0.7928430213214535,2008,2000,8.0,2025,2003,22.0,External peaks before corporate (corporate peak: 2025; external peak: 2003; gap: 22),0.1163971702530898,0.0387990567510299,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0087,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,academic,"Urban Form, Livability, and Sustainable Development Trajectories","Urban Form, Livability, and Sustainable Development Trajectories",academic_T3_PG12,41,1308,-0.5319668768443007,0.01305885109671,2008,2000,8.0,2025,2002,23.0,External peaks before corporate (corporate peak: 2025; external peak: 2002; gap: 23),0.1250563451299371,0.0416854483766457,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0088,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,media,Community Building and Expert Contribution in Sustainability,Community Building and Expert Contribution in Sustainability,media_T3_S002,41,130,0.0845275210092254,0.715643044844786,2008,2010,-2.0,2025,2014,11.0,External peaks before corporate (corporate peak: 2025; external peak: 2014; gap: 11),0.0,0.0,0.5,0.5,0.0,no_prior_external_exposure_no_later_corporate_growth
individual::0089,T3,"Sustainable products, services and consumption",ESG and Stakeholder Pressure on Emissions and Consumption,media,Sustainable Consumption and Environmental Impact,Sustainable Consumption and Environmental Impact,media_T3_S000,41,7263,0.030275525769413,0.8963498918397943,2008,2000,8.0,2025,2019,6.0,External peaks before corporate (corporate peak: 2025; external peak: 2019; gap: 6),3.0,1.0,0.5,0.5,0.0,external_prior_exposure_without_later_corporate_growth
individual::0090,T3,"Sustainable products, services and consumption",Environmental Liability and Compliance Risk Evolution,academic,Cathode Material Sustainability and Lifecycle Assessment in Batteries,Cathode Material Sustainability and Lifecycle Assessment in Batteries,academic_T3_S157,10,92,-0.329876372473499,0.14419032564742,2007,2017,-10.0,2007,2024,-17.0,Corporate peaks before external (corporate peak: 2007; external peak: 2024; gap: -17),0.0,0.0,1.0,0.25,-0.75,no_prior_external_exposure_no_later_corporate_growth
individual::0091,T3,"Sustainable products, services and consumption",Environmental Liability and Compliance Risk Evolution,academic,Evolution of Sustainable Mineral Extraction Discourse,Evolution of Sustainable Mineral Extraction Discourse,academic_T3_S083,10,201,0.1043835604662365,0.6525023961518925,2007,2001,6.0,2007,2001,6.0,External peaks before corporate (corporate peak: 2007; external peak: 2001; gap: 6),0.0535087460546886,0.0178362486848962,1.0,0.25,-0.75,external_prior_exposure_without_later_corporate_growth
individual::0092,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,AI for Sustainable Development Goals and Smart Systems,AI for Sustainable Development Goals and Smart Systems,academic_T3_PG19,6,543,0.4607721589453644,0.0355400778159855,2008,2013,-5.0,2008,2024,-16.0,Corporate peaks before external (corporate peak: 2008; external peak: 2024; gap: -16),0.0,0.0,0.5,0.0,-0.5,no_prior_external_exposure_no_later_corporate_growth
individual::0093,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,AI in Personalized Marketing for Sustainable Outcomes,AI in Personalized Marketing for Sustainable Outcomes,academic_T3_S219,6,53,0.4085803970095725,0.0659283757886515,2008,2017,-9.0,2008,2025,-17.0,Corporate peaks before external (corporate peak: 2008; external peak: 2025; gap: -17),0.0,0.0,0.5,0.0,-0.5,no_prior_external_exposure_no_later_corporate_growth
individual::0094,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,Biocomposites and Natural Fiber Composites Evolution,Biocomposites and Natural Fiber Composites Evolution,academic_T3_S017,6,639,0.3301157809043162,0.1438819145156998,2008,2007,1.0,2008,2024,-16.0,Corporate peaks before external (corporate peak: 2008; external peak: 2024; gap: -16),0.0078125,0.0026041666666666,0.5,0.0,-0.5,external_prior_exposure_without_later_corporate_growth
individual::0095,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,Earth Block Material Science and Sustainability,Earth Block Material Science and Sustainability,academic_T3_S097,6,158,0.4131395806874864,0.0626776627976703,2008,2004,4.0,2008,2004,4.0,External peaks before corporate (corporate peak: 2008; external peak: 2004; gap: 4),0.0,0.0,0.5,0.0,-0.5,no_prior_external_exposure_no_later_corporate_growth
individual::0096,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,"Ecospirituality, Stewardship, Interfaith Religiosity","Ecospirituality, Stewardship, Interfaith Religiosity",academic_T3_S116,6,133,-0.1590997789038038,0.4909174777065381,2008,2007,1.0,2008,2010,-2.0,Corporate peaks before external (corporate peak: 2008; external peak: 2010; gap: -2),0.00390625,0.0013020833333333,0.5,0.0,-0.5,external_prior_exposure_without_later_corporate_growth
individual::0097,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,Evolution of Frugal Innovation Concepts and Applications,Evolution of Frugal Innovation Concepts and Applications,academic_T3_S145,6,96,0.202536568898193,0.3785979201069896,2008,2012,-4.0,2008,2016,-8.0,Corporate peaks before external (corporate peak: 2008; external peak: 2016; gap: -8),0.0,0.0,0.5,0.0,-0.5,no_prior_external_exposure_no_later_corporate_growth
individual::0098,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,Evolution of Sustainability Application and Assessment Methods,Evolution of Sustainability Application and Assessment Methods,academic_T3_S027,6,451,0.6165437796776512,0.0029146508527703,2008,2004,4.0,2008,2022,-14.0,Corporate peaks before external (corporate peak: 2008; external peak: 2022; gap: -14),0.0,0.0,0.5,0.0,-0.5,no_prior_external_exposure_no_later_corporate_growth
individual::0099,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,Evolution of Sustainable Building Envelope Materials,Evolution of Sustainable Building Envelope Materials,academic_T3_S036,6,446,0.2713403905085143,0.2341322399583014,2008,2001,7.0,2008,2001,7.0,External peaks before corporate (corporate peak: 2008; external peak: 2001; gap: 7),0.00390625,0.0013020833333333,0.5,0.0,-0.5,external_prior_exposure_without_later_corporate_growth
individual::0100,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,Industry 5.0 Manufacturing Digitalization and IoT,Industry 5.0 Manufacturing Digitalization and IoT,academic_T3_S079,6,205,0.589682731214502,0.0049017745926769,2008,2011,-3.0,2008,2023,-15.0,Corporate peaks before external (corporate peak: 2008; external peak: 2023; gap: -15),0.0,0.0,0.5,0.0,-0.5,no_prior_external_exposure_no_later_corporate_growth
individual::0101,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,Multi-Criteria Decision Making for Sustainable Material Selection,Multi-Criteria Decision Making for Sustainable Material Selection,academic_T3_S226,6,50,0.5436989683680816,0.0108467554837833,2008,2005,3.0,2008,2005,3.0,External peaks before corporate (corporate peak: 2008; external peak: 2005; gap: 3),0.0059880239520958,0.0019960079840319,0.5,0.0,-0.5,external_prior_exposure_without_later_corporate_growth
individual::0102,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,Perovskite PV Evolution: From Sustainability Concerns to Material Science Hurdles,Perovskite PV Evolution: From Sustainability Concerns to Material Science Hurdles,academic_T3_S151,6,98,0.1618632415374903,0.4833187758564062,2008,2010,-2.0,2008,2013,-5.0,Corporate peaks before external (corporate peak: 2008; external peak: 2013; gap: -5),0.0,0.0,0.5,0.0,-0.5,no_prior_external_exposure_no_later_corporate_growth
individual::0103,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,Solar and Advanced Drying System Development,Solar and Advanced Drying System Development,academic_T3_S135,6,104,0.376843180478776,0.0921999132845124,2008,2013,-5.0,2008,2025,-17.0,Corporate peaks before external (corporate peak: 2008; external peak: 2025; gap: -17),0.0,0.0,0.5,0.0,-0.5,no_prior_external_exposure_no_later_corporate_growth
individual::0104,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,Sustainable Leadership and Resource Orientation,Sustainable Leadership and Resource Orientation,academic_T3_PG34,6,409,0.112814245606611,0.6263413883777399,2008,2000,8.0,2008,2000,8.0,External peaks before corporate (corporate peak: 2008; external peak: 2000; gap: 8),0.00390625,0.0013020833333333,0.5,0.0,-0.5,external_prior_exposure_without_later_corporate_growth
individual::0105,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,Sustainable Leather Processing and Alternatives,Sustainable Leather Processing and Alternatives,academic_T3_S189,6,66,0.457903269643547,0.0368538635580062,2008,2012,-4.0,2008,2023,-15.0,Corporate peaks before external (corporate peak: 2008; external peak: 2023; gap: -15),0.0,0.0,0.5,0.0,-0.5,no_prior_external_exposure_no_later_corporate_growth
individual::0106,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,Sustainable Machining Fluids and Process Optimization,Sustainable Machining Fluids and Process Optimization,academic_T3_S108,6,142,0.1460919513364015,0.5274601694391889,2008,2010,-2.0,2008,2016,-8.0,Corporate peaks before external (corporate peak: 2008; external peak: 2016; gap: -8),0.0,0.0,0.5,0.0,-0.5,no_prior_external_exposure_no_later_corporate_growth
individual::0107,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,Sustainable and Eco-Entrepreneurship Evolution,Sustainable and Eco-Entrepreneurship Evolution,academic_T3_PG17,6,1150,-0.3943806276460088,0.0768725017627693,2008,2000,8.0,2008,2005,3.0,External peaks before corporate (corporate peak: 2008; external peak: 2005; gap: 3),0.0960142906920149,0.0320047635640049,0.5,0.0,-0.5,external_prior_exposure_without_later_corporate_growth
individual::0108,T3,"Sustainable products, services and consumption",Sustainable Manufacturing and Energy Transition,academic,Transdisciplinary Design for Sustainable Systems,Transdisciplinary Design for Sustainable Systems,academic_T3_PG13,6,1436,-0.0880022888135722,0.7044498511300268,2008,2000,8.0,2008,2010,-2.0,Corporate peaks before external (corporate peak: 2008; external peak: 2010; gap: -2),0.0936331616324002,0.0312110538774667,0.5,0.0,-0.5,external_prior_exposure_without_later_corporate_growth
individual::0109,T4,"Climate strategy, carbon governance and disclosure",GHG Emissions Regulation and Risk Management,academic,AI's Role in Global Governance and Sustainable Development,AI's Role in Global Governance and Sustainable Development,academic_T4_S054,2377,50,0.7145582909085808,4.115998075666989e-05,2003,2014,-11.0,2023,2025,-2.0,Corporate peaks before external (corporate peak: 2023; external peak: 2025; gap: -2),0.0,0.0,0.0769230769230769,0.1176470588235294,0.0407239819004525,corporate_growth_without_prior_external_exposure
individual::0110,T4,"Climate strategy, carbon governance and disclosure",GHG Emissions Regulation and Risk Management,academic,CDM Mechanism Evolution and Critique,CDM Mechanism Evolution and Critique,academic_T4_PG09,2377,164,-0.4863939828208009,0.0117501118546664,2003,2001,2.0,2023,2011,12.0,External peaks before corporate (corporate peak: 2023; external peak: 2011; gap: 12),0.0894009216589861,0.029800307219662,0.0769230769230769,0.1176470588235294,0.0407239819004525,external_prior_exposure_with_later_corporate_growth
individual::0111,T4,"Climate strategy, carbon governance and disclosure",GHG Emissions Regulation and Risk Management,academic,Crisis Governance Evolution,Crisis Governance Evolution,academic_T4_S039,2377,88,0.7668338180027001,4.89658380215317e-06,2003,2018,-15.0,2023,2021,2.0,External peaks before corporate (corporate peak: 2023; external peak: 2021; gap: 2),0.0,0.0,0.0769230769230769,0.1176470588235294,0.0407239819004525,corporate_growth_without_prior_external_exposure
individual::0112,T4,"Climate strategy, carbon governance and disclosure",GHG Emissions Regulation and Risk Management,academic,Critical Minerals in Energy Transition,Critical Minerals in Energy Transition,academic_T4_S056,2377,52,0.7677318575803451,4.69874142144109e-06,2003,2012,-9.0,2023,2022,1.0,External peaks before corporate (corporate peak: 2023; external peak: 2022; gap: 1),0.0,0.0,0.0769230769230769,0.1176470588235294,0.0407239819004525,corporate_growth_without_prior_external_exposure
individual::0113,T4,"Climate strategy, carbon governance and disclosure",GHG Emissions Regulation and Risk Management,academic,"Econometric Linkages of Emissions, GDP, and Economic Structure","Econometric Linkages of Emissions, GDP, and Economic Structure",academic_T4_PG02,2377,1153,0.8257545896013491,2.0616284893703242e-07,2003,2003,0.0,2023,2025,-2.0,Corporate peaks before external (corporate peak: 2023; external peak: 2025; gap: -2),0.0,0.0,0.0769230769230769,0.1176470588235294,0.0407239819004525,corporate_growth_without_prior_external_exposure
individual::0114,T4,"Climate strategy, carbon governance and disclosure",GHG Emissions Regulation and Risk Management,academic,Evolution of CSR/ESG Disclosure and Stakeholder Reporting,Evolution of CSR/ESG Disclosure and Stakeholder Reporting,academic_T4_PG01,2377,6230,0.4516681518792594,0.0205428165194255,2003,2000,3.0,2023,2002,21.0,External peaks before corporate (corporate peak: 2023; external peak: 2002; gap: 21),0.9266359447004608,0.3088786482334869,0.0769230769230769,0.1176470588235294,0.0407239819004525,external_prior_exposure_with_later_corporate_growth
individual::0115,T4,"Climate strategy, carbon governance and disclosure",GHG Emissions Regulation and Risk Management,academic,Evolution of Carbon Pricing Mechanisms,Evolution of Carbon Pricing Mechanisms,academic_T4_S015,2377,254,-0.734645092488462,1.924795949074023e-05,2003,2000,3.0,2023,2000,23.0,External peaks before corporate (corporate peak: 2023; external peak: 2000; gap: 23),0.2416589861751152,0.080552995391705,0.0769230769230769,0.1176470588235294,0.0407239819004525,external_prior_exposure_with_later_corporate_growth
individual::0116,T4,"Climate strategy, carbon governance and disclosure",GHG Emissions Regulation and Risk Management,academic,Evolution of Emission Prediction Modeling Techniques,Evolution of Emission Prediction Modeling Techniques,academic_T4_S040,2377,84,0.7393192260972854,1.597271357984101e-05,2003,2015,-12.0,2023,2025,-2.0,Corporate peaks before external (corporate peak: 2023; external peak: 2025; gap: -2),0.0,0.0,0.0769230769230769,0.1176470588235294,0.0407239819004525,corporate_growth_without_prior_external_exposure
individual::0117,T4,"Climate strategy, carbon governance and disclosure",GHG Emissions Regulation and Risk Management,academic,Evolution of Global Development Goals and Governance,Evolution of Global Development Goals and Governance,academic_T4_S013,2377,314,-0.3234086431691614,0.10704550400103,2003,2000,3.0,2023,2000,23.0,External peaks before corporate (corporate peak: 2023; external peak: 2000; gap: 23),0.1371428571428571,0.0457142857142857,0.0769230769230769,0.1176470588235294,0.0407239819004525,external_prior_exposure_with_later_corporate_growth
individual::0118,T4,"Climate strategy, carbon governance and disclosure",GHG Emissions Regulation and Risk Management,academic,Evolution of Green Bond Finance Mechanisms,Evolution of Green Bond Finance Mechanisms,academic_T4_S014,2377,307,0.8856722859393344,1.8153784428755783e-09,2003,2010,-7.0,2023,2021,2.0,External peaks before corporate (corporate peak: 2023; external peak: 2021; gap: 2),0.0,0.0,0.0769230769230769,0.1176470588235294,0.0407239819004525,corporate_growth_without_prior_external_exposure
