macro_topic,macro_topic_name,corporate_topic_id,subgroup_corporate,final_merge_group_id_corporate,topic_label_refined_corporate,corporate_unique_document_count,external_topic_id,source_noncorporate,subgroup_noncorporate,final_merge_group_id_noncorporate,topic_label_refined_noncorporate,overall_summary_noncorporate,external_unique_document_count,best_cosine_similarity,best_pair_id,direct_pair_count
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S009,corporate_T3,corporate_T3_S009,Sustainable Manufacturing and Energy Transition,6,academic_T3::academic_T3_S017,academic,academic_T3,academic_T3_S017,Biocomposites and Natural Fiber Composites Evolution,"The micro-topic tracks the evolution of biocomposites, initially focusing on automotive applications and sustainability drivers, progressively shifting towards detailed mechanical characterization, hybridization with fillers/nanofillers, and optimization within epoxy and thermoplastic matrices.",639,0.6112685203552246,academic__corporate__T3__academic_13__corporate_6,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S002,corporate_T3,corporate_T3_S002,Consumer Market Dynamics and Competitive Pressure,18,academic_T3::academic_T3_PG18,academic,academic_T3,academic_T3_PG18,Food Waste Management Evolution,"The micro-topic evolved from early, context-specific views on informal waste collection and local recycling systems to a highly focused, quantitative examination of household behavior, food surplus management from retail, and finally, to advanced systemic approaches involving technological interventions, zero-waste innovation, and consumer psychology.",616,0.6151984930038452,academic__corporate__T3__academic_28__corporate_2,1
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S009,corporate_T3,corporate_T3_S009,Sustainable Manufacturing and Energy Transition,6,academic_T3::academic_T3_PG19,academic,academic_T3,academic_T3_PG19,AI for Sustainable Development Goals and Smart Systems,"The micro-topic tracks the evolution of applying AI and computational methods to achieve Sustainable Development Goals (SDGs), moving from early focus on forecasting and optimization to later emphasis on explainability, urban integration, and automated ecological systems.",543,0.6334792375564575,academic__corporate__T3__academic_29__corporate_6,1
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_PG16,academic,academic_T3,academic_T3_PG16,Household Behavioral Determinants of Prosumer Adoption,"The micro-topic tracks the evolution of research focusing on how household behavior and willingness influence the adoption of sustainable energy practices, transitioning from general energy consumption patterns to specific focuses on renewable energy technologies like photovoltaics and microgrids.",536,0.6664423942565918,academic__corporate__T3__academic_22__corporate_0,3
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_PG24,academic,academic_T3,academic_T3_PG24,Sustainable Logistics and Warehousing Evolution,"The micro-topic evolved from early case studies on urban logistics and policy constraints to a highly focused, sustained investigation into integrating comprehensive sustainability and green technologies across the entire logistics chain, including warehousing and maritime transport, with a strong emphasis on policy frameworks.",522,0.664371907711029,academic__corporate__T3__academic_37__corporate_0,3
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S028,academic,academic_T3,academic_T3_S028,Ecopsychological Drivers of Proenvironmental Behavior,"The micro-topic traces the evolution of research into how psychological factors drive proenvironmental behaviors, moving from early applications of psychological models to a highly nuanced focus on personality, subjective experience, and intervention mechanisms.",492,0.624203622341156,academic__corporate__T3__academic_19__corporate_0,1
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S009,corporate_T3,corporate_T3_S009,Sustainable Manufacturing and Energy Transition,6,academic_T3::academic_T3_S027,academic,academic_T3,academic_T3_S027,Evolution of Sustainability Application and Assessment Methods,"The micro-topic tracks the evolution of applying development and assessment approaches to sustainability issues, shifting from specific technical evaluations to broad methodological and reporting frameworks.",451,0.6187514662742615,academic__corporate__T3__academic_18__corporate_6,1
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S009,corporate_T3,corporate_T3_S009,Sustainable Manufacturing and Energy Transition,6,academic_T3::academic_T3_S036,academic,academic_T3,academic_T3_S036,Evolution of Sustainable Building Envelope Materials,"The micro-topic evolved from an early focus on forestry and engineered wood products to a broad investigation of composite materials, then narrowed into specific applications of timber, earthen materials, and advanced sustainable cladding systems across various construction contexts.",446,0.639403223991394,academic__corporate__T3__academic_25__corporate_6,1
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S038,academic,academic_T3,academic_T3_S038,Evolution of Sustainable HRM/GHRM Integration,"The micro-topic tracks the evolution of integrating sustainability concepts into Human Resource Management (HRM), progressing from early theoretical models to highly specific, empirical investigations of Green HRM (GHRM) and Sustainable HRM (SHRM) across various global contexts.",409,0.6065451502799988,academic__corporate__T3__academic_26__corporate_0,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S009,corporate_T3,corporate_T3_S009,Sustainable Manufacturing and Energy Transition,6,academic_T3::academic_T3_PG34,academic,academic_T3,academic_T3_PG34,Sustainable Leadership and Resource Orientation,"The micro-topic tracks the evolution of leadership concepts through the lens of sustainability, moving from early theoretical applications to highly focused conceptualizations of resource-oriented and responsible leadership frameworks.",409,0.6492173075675964,academic__corporate__T3__academic_73__corporate_6,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S048,academic,academic_T3,academic_T3_S048,Evolution of Sustainability Accounting and Auditing Focus,"The micro-topic evolved from early conceptual critiques of audit objectivity and sustainability definitions to a sustained focus on integrating ecological and environmental aspects into accounting practices, culminating in a strong emphasis on ESG reporting and its relationship with auditing standards.",335,0.6522865295410156,academic__corporate__T3__academic_31__corporate_0,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S002,corporate_T3,corporate_T3_S002,Consumer Market Dynamics and Competitive Pressure,18,academic_T3::academic_T3_S066,academic,academic_T3,academic_T3_S066,Pandemic Impact on Consumer Behavior and Sustainability,"This micro-topic tracks the evolving academic discourse on how the COVID-19 pandemic and related outbreaks have affected consumer behavior, with a strong underlying thread of sustainability concerns, shifting from immediate crisis response to long-term adaptation.",256,0.6848948001861572,academic__corporate__T3__academic_38__corporate_2,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S002,corporate_T3,corporate_T3_S002,Consumer Market Dynamics and Competitive Pressure,18,academic_T3::academic_T3_S073,academic,academic_T3,academic_T3_S073,Evolution of Sharing Economy Models and Sustainability Critiques,"The micro-topic traces the evolution of academic focus on sharing economies, moving from abstract societal structures to intense scrutiny of transactionalism, regulatory challenges, and ultimately, a sustained focus on sustainability assessment across various contexts and business models.",225,0.6687483191490173,academic__corporate__T3__academic_41__corporate_2,4
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S076,academic,academic_T3,academic_T3_S076,Critical Evolution of the Bioeconomy Paradigm,"The micro-topic tracks the evolution of the bioeconomy discourse from initial paradigm definition and critique through increasingly complex examinations of sustainability, technological integration, socio-ecological tensions, and governance frameworks across nearly two decades.",224,0.6279029250144958,academic__corporate__T3__academic_43__corporate_0,1
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S009,corporate_T3,corporate_T3_S009,Sustainable Manufacturing and Energy Transition,6,academic_T3::academic_T3_S079,academic,academic_T3,academic_T3_S079,Industry 5.0 Manufacturing Digitalization and IoT,"The micro-topic traces the evolution of manufacturing paradigms from early ubiquitous computing concepts through the lens of Industry 4.0, culminating in a strong focus on Industry 5.0 and the integration of sustainability, human-centricity, and advanced digital technologies like IoT and mechatronics.",205,0.611449658870697,academic__corporate__T3__academic_46__corporate_6,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S006,corporate_T3,corporate_T3_S006,Environmental Liability and Compliance Risk Evolution,10,academic_T3::academic_T3_S083,academic,academic_T3,academic_T3_S083,Evolution of Sustainable Mineral Extraction Discourse,"The micro-topic tracks the evolution of discourse around mineral extraction, moving from early focuses on local sustainability and globalization challenges to increasingly technical and integrated frameworks involving LCA, SDGs, and specific technological challenges like tailings management and decarbonization.",201,0.6397231817245483,academic__corporate__T3__academic_48__corporate_5,4
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S087,academic,academic_T3,academic_T3_S087,Evolution of Sustainable Public Procurement Frameworks,"The micro-topic tracks the evolution of sustainable procurement practices, moving from niche focus on specific waste streams to comprehensive, multi-dimensional frameworks addressing legal, organizational, and global sustainability goals.",181,0.6194731593132019,academic__corporate__T3__academic_50__corporate_0,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S002,corporate_T3,corporate_T3_S002,Consumer Market Dynamics and Competitive Pressure,18,academic_T3::academic_T3_S091,academic,academic_T3,academic_T3_S091,Sustainable Lighting Evolution: From Natural Light to Smart Systems,"The micro-topic tracks the evolution of lighting research from an early focus on integrating natural daylight into architecture for energy efficiency, through periods of intense focus on specific technologies (LEDs, fluorescents), to a modern emphasis on holistic human perception, sustainability frameworks, and smart system integration in urban and built environments.",179,0.6046525239944458,academic__corporate__T3__academic_53__corporate_2,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S010,corporate_T3,corporate_T3_S010,Biochar/Biofraction Production via Pyrolysis,6,academic_T3::academic_T3_S090,academic,academic_T3,academic_T3_S090,Ruminant Feed Utilization and GHG Mitigation,"The micro-topic tracks the evolution of research into improving ruminant nutrition and sustainability by focusing on feedstuff digestibility, silage quality, and methane mitigation through various feed additives and byproducts.",168,0.6362787485122681,academic__corporate__T3__academic_52__corporate_7,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_PG29,academic,academic_T3,academic_T3_PG29,Evolution of Aviation Sustainability Focus,"The micro-topic evolved from early theoretical concerns regarding design and lifecycle emissions in aviation technology to a highly focused, systemic examination of Sustainable Aviation Fuels (SAF) and comprehensive decarbonization strategies across the entire aviation ecosystem, including airports and airlines.",165,0.6237674951553345,academic__corporate__T3__academic_83__corporate_0,1
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S009,corporate_T3,corporate_T3_S009,Sustainable Manufacturing and Energy Transition,6,academic_T3::academic_T3_S097,academic,academic_T3,academic_T3_S097,Earth Block Material Science and Sustainability,"The research trajectory moved from initial mechanical property investigations of earth blocks to a sustained focus on material enhancement, sustainability, and advanced stabilization techniques using various local and industrial by-products.",158,0.6266703009605408,academic__corporate__T3__academic_55__corporate_6,1
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S002,corporate_T3,corporate_T3_S002,Consumer Market Dynamics and Competitive Pressure,18,academic_T3::academic_T3_S099,academic,academic_T3,academic_T3_S099,Evolution of Greenwashing Discourse,"The discourse evolved from initial empirical identification of greenwashing practices to a highly nuanced, multi-faceted examination encompassing methodological validation, industry-specific impacts, and the comparative analysis of deceptive claims versus omissions (like greenhushing).",153,0.6457692384719849,academic__corporate__T3__academic_56__corporate_2,4
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S002,corporate_T3,corporate_T3_S002,Consumer Market Dynamics and Competitive Pressure,18,academic_T3::academic_T3_S105,academic,academic_T3,academic_T3_S105,Evolution of Sustainability in Gastronomy and Hospitality,"The micro-topic tracks the evolving academic focus on sustainability within the gastronomic and hospitality sectors, moving from initial competitive advantage framing to detailed implementation assessments across various restaurant types and global contexts.",142,0.6614891290664673,academic__corporate__T3__academic_57__corporate_2,4
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S009,corporate_T3,corporate_T3_S009,Sustainable Manufacturing and Energy Transition,6,academic_T3::academic_T3_S108,academic,academic_T3,academic_T3_S108,Sustainable Machining Fluids and Process Optimization,"The micro-topic evolved from early considerations of sustainability in machining processes to a highly focused investigation on the role of advanced lubrication and cooling technologies, such as nanofluids and biodegradable coolants, in achieving green machining goals.",142,0.6687356233596802,academic__corporate__T3__academic_60__corporate_6,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S009,corporate_T3,corporate_T3_S009,Sustainable Manufacturing and Energy Transition,6,academic_T3::academic_T3_S116,academic,academic_T3,academic_T3_S116,"Ecospirituality, Stewardship, Interfaith Religiosity","The micro-topic traces the evolution of religious engagement with environmentalism, moving from early theological grounding in specific religious practices (like foodways) to a broad, interfaith, and critical examination of global sustainability paradigms, increasingly incorporating concepts from major world religions and advanced ecological theory.",133,0.6054995059967041,academic__corporate__T3__academic_63__corporate_6,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S118,academic,academic_T3,academic_T3_S118,MNCs and SDGs Engagement,"The topic tracks the evolving academic focus on the role of Multinational Corporations (MNCs/MNEs) in relation to the Sustainable Development Goals (SDGs) across nearly two decades, moving from early advocacy to detailed implementation analysis and scrutiny of greenwashing.",130,0.6406717300415039,academic__corporate__T3__academic_64__corporate_0,1
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S002,corporate_T3,corporate_T3_S002,Consumer Market Dynamics and Competitive Pressure,18,academic_T3::academic_T3_S124,academic,academic_T3,academic_T3_S124,Sustainable Inventory Optimization under Uncertainty,"The micro-topic evolved from an initial focus on integrating environmental constraints into logistics design, through various stages of multi-objective modeling and uncertainty handling, to a final, strong convergence on integrating perishability, shortage management (backordering), and EOQ within comprehensive sustainable supply chain optimization frameworks.",125,0.6250141263008118,academic__corporate__T3__academic_68__corporate_2,3
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S002,corporate_T3,corporate_T3_S002,Consumer Market Dynamics and Competitive Pressure,18,academic_T3::academic_T3_S125,academic,academic_T3,academic_T3_S125,"Evolution of Halalness, Ijtihad, and Traceability in Academic Discourse","The micro-topic evolved from early comparative religious dietary law discussions to a highly integrated focus on the intersection of halal principles, supply chain management, sustainability, and advanced Islamic jurisprudence (ijtihad) in the global context.",122,0.6514679193496704,academic__corporate__T3__academic_69__corporate_2,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S129,academic,academic_T3,academic_T3_S129,Evolution of the Water-Energy-Food Nexus Research Focus,"The micro-topic evolved from an initial focus on disequilibria in water-energy-food systems to a highly integrated, methodological focus on the broader WEFEN/WEFE nexus, increasingly incorporating sustainability goals, policy frameworks, and advanced analytical techniques.",116,0.5884599685668945,academic__corporate__T3__academic_75__corporate_0,0
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S134,academic,academic_T3,academic_T3_S134,FinTech's Role in Sustainable Finance and Ecosystem Transformation,"The micro-topic tracks the evolution of FinTech's role, shifting from initial digital transformation discussions in banking to a deep focus on its impact on sustainability, financial inclusion, and the integration of advanced technologies like blockchain within the broader financial ecosystem.",110,0.6198790669441223,academic__corporate__T3__academic_74__corporate_0,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S010,corporate_T3,corporate_T3_S010,Biochar/Biofraction Production via Pyrolysis,6,academic_T3::academic_T3_S142,academic,academic_T3,academic_T3_S142,Sustainable Acoustic Composites Development,The research trajectory shows a clear evolution from early explorations of specialized absorption mechanisms to a mature focus on developing and validating high-performance composites derived from diverse agricultural and textile waste streams for soundproofing and insulation.,106,0.6129419803619385,academic__corporate__T3__academic_77__corporate_7,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S009,corporate_T3,corporate_T3_S009,Sustainable Manufacturing and Energy Transition,6,academic_T3::academic_T3_S135,academic,academic_T3,academic_T3_S135,Solar and Advanced Drying System Development,"The micro-topic tracks the evolution of drying technology research, moving from initial small-scale biomass integration to advanced thermodynamic modeling, material science enhancements, and the integration of smart/hybrid systems.",104,0.6279370188713074,academic__corporate__T3__academic_78__corporate_6,1
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S009,corporate_T3,corporate_T3_S009,Sustainable Manufacturing and Energy Transition,6,academic_T3::academic_T3_S151,academic,academic_T3,academic_T3_S151,Perovskite PV Evolution: From Sustainability Concerns to Material Science Hurdles,"The micro-topic traces the evolution of PV research from an initial focus on broad sustainability and environmental impact assessments across various PV types, through dedicated explorations of material science advancements like perovskites, to a highly focused contemporary challenge on improving perovskite stability and mitigating toxicity for commercial viability.",98,0.6272220611572266,academic__corporate__T3__academic_82__corporate_6,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S141,academic,academic_T3,academic_T3_S141,Socio-Economic and Environmental Sustainability Integration,"The micro-topic evolved from early conceptualizations of sustainability management and competitiveness in Argentinean contexts to a highly advanced, multidisciplinary focus on integrating innovation, economic viability, and societal responsibility across various sectors, culminating in a focus on regulatory compliance and broad application.",98,0.6091993451118469,academic__corporate__T3__academic_76__corporate_0,1
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S009,corporate_T3,corporate_T3_S009,Sustainable Manufacturing and Energy Transition,6,academic_T3::academic_T3_S145,academic,academic_T3,academic_T3_S145,Evolution of Frugal Innovation Concepts and Applications,"The micro-topic evolved from early theoretical reassessments of frugal innovation in global markets to a highly applied and theoretically dense focus on sustainability, societal impact, and technological integration across various contexts.",96,0.6573649644851685,academic__corporate__T3__academic_79__corporate_6,4
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S160,academic,academic_T3,academic_T3_S160,Hydrogen and Biohydrogen in Decarbonization,"The micro-topic tracks the evolution of hydrogen and biohydrogen as a key vector for decarbonizing energy systems, particularly transportation, moving from early conceptual discussions of potential to detailed assessments of production pathways, technological integration, and regulatory frameworks.",96,0.6591511964797974,academic__corporate__T3__academic_86__corporate_0,3
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S006,corporate_T3,corporate_T3_S006,Environmental Liability and Compliance Risk Evolution,10,academic_T3::academic_T3_S157,academic,academic_T3,academic_T3_S157,Cathode Material Sustainability and Lifecycle Assessment in Batteries,"The micro-topic tracks the evolution of research focusing on the environmental footprint of battery components, specifically cathode materials like LiFePO4, across the entire lifecycle, from raw material extraction to recycling, with a strong emphasis on LCA and GHG emissions.",92,0.641608715057373,academic__corporate__T3__academic_84__corporate_5,3
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S170,academic,academic_T3,academic_T3_S170,Evolution of Sustainability Balanced Scorecard (SBSC) Application,"The micro-topic tracks the evolution of using scorecards, particularly the Balanced Scorecard (BSC) and its sustainability extensions (SBSC/ESBSC), to measure organizational performance across various contexts, moving from initial methodological application to complex, multi-faceted integration.",84,0.6042525768280029,academic__corporate__T3__academic_89__corporate_0,1
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S010,corporate_T3,corporate_T3_S010,Biochar/Biofraction Production via Pyrolysis,6,academic_T3::academic_T3_S167,academic,academic_T3,academic_T3_S167,Green HPLC and Chromatographic Techniques,"The micro-topic tracks the evolution of applying HPLC and chromatography to achieve greener analytical methods, initially focusing on exergetic comparisons and green chemistry principles, and progressively moving towards rigorous sustainability assessment and bioanalytical application.",83,0.6279921531677246,academic__corporate__T3__academic_88__corporate_7,4
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S186,academic,academic_T3,academic_T3_S186,Cooperative Models and Sustainability Trajectories,"The micro-topic tracks the evolution of cooperative discourse from early structural/CSR focus to a mature integration of sustainability, governance, and financial viability across global contexts.",70,0.6249386668205261,academic__corporate__T3__academic_96__corporate_0,3
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S009,corporate_T3,corporate_T3_S009,Sustainable Manufacturing and Energy Transition,6,academic_T3::academic_T3_S189,academic,academic_T3,academic_T3_S189,Sustainable Leather Processing and Alternatives,"The micro-topic tracks the evolution of sustainable practices within the leather and tannery industries, moving from early process innovations like biodiesel production to a strong focus on bio-based material substitution, chromium mitigation, and circular economy solutions.",66,0.6341931223869324,academic__corporate__T3__academic_97__corporate_6,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S202,academic,academic_T3,academic_T3_S202,Evolution of Sustainable and Ecological Marketing Strategy,"The micro-topic tracks the evolution of marketing concepts, moving from early focuses on global CSR and sustainability principles to increasingly specific applications in ecological marketing, territorial development, and enhancing enterprise competitiveness within a globalized context.",60,0.6374772787094116,academic__corporate__T3__academic_102__corporate_0,3
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S213,academic,academic_T3,academic_T3_S213,Energy Transition and Sustainable Fuels,"The micro-topic tracks the evolution of energy discourse from early environmental risk assessment of fuels to a sustained focus on the necessity and mechanisms of the global energy transition, driven by climate change and resource limits.",57,0.6617292165756226,academic__corporate__T3__academic_106__corporate_0,1
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S216,academic,academic_T3,academic_T3_S216,Evolution of Municipal Governance and Participation in Sustainability,"The micro-topic traces the evolution of municipal engagement with sustainability, moving from early regional planning frameworks to intense focus on participatory mechanisms, followed by a shift towards technical measurement, financial resilience, and administrative integration of sustainability goals.",57,0.6205427646636963,academic__corporate__T3__academic_107__corporate_0,1
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S208,academic,academic_T3,academic_T3_S208,Life Cycle Assessment and GHG Footprinting Evolution,"The micro-topic tracks the evolution of applying Life Cycle Assessment (LCA) and Greenhouse Gas (GHG) accounting to quantify carbon footprints across various industrial and systemic contexts, moving from initial practical applications to highly technical, broad methodological reviews and advanced computational modeling.",57,0.6729937791824341,academic__corporate__T3__academic_104__corporate_0,3
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S217,academic,academic_T3,academic_T3_S217,Islamic Finance Instruments for SDGs,"The micro-topic tracks the evolution of integrating Islamic financial instruments (Sukuk, Takaful, Microfinance) with the Sustainable Development Goals (SDGs) across various stages of conceptualization, application, and refinement.",56,0.6501429080963135,academic__corporate__T3__academic_108__corporate_0,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S009,corporate_T3,corporate_T3_S009,Sustainable Manufacturing and Energy Transition,6,academic_T3::academic_T3_S219,academic,academic_T3,academic_T3_S219,AI in Personalized Marketing for Sustainable Outcomes,"The micro-topic tracks the evolution of AI's role in marketing, shifting from theoretical ethical debates to practical applications in driving sustainable and mindful consumer behavior through personalization and advanced analytics.",53,0.6422539949417114,academic__corporate__T3__academic_109__corporate_6,4
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,academic_T3::academic_T3_S220,academic,academic_T3,academic_T3_S220,Evolution of Green Intellectual Capital (GIC) and Intangible Assets in Sustainability,"The micro-topic traces the conceptualization and methodological application of intangible assets, evolving from early concepts of intellectual capital related to sustainability to a highly focused examination of Green Intellectual Capital (GIC) and its drivers across various industries and geographical contexts.",53,0.6446778774261475,academic__corporate__T3__academic_110__corporate_0,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S002,corporate_T3,corporate_T3_S002,Consumer Market Dynamics and Competitive Pressure,18,academic_T3::academic_T3_S227,academic,academic_T3,academic_T3_S227,Evolution of GI Focus: From Theory to Global Sustainability,"The micro-topic evolved from initial theoretical comparisons of GIs in agricultural systems to a sustained focus on GI's role in sustainability, market differentiation, and global policy frameworks, eventually broadening to include tourism and handicraft contexts.",52,0.6286977529525757,academic__corporate__T3__academic_113__corporate_2,1
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S002,corporate_T3,corporate_T3_S002,Consumer Market Dynamics and Competitive Pressure,18,academic_T3::academic_T3_S201,academic,academic_T3,academic_T3_S201,Consumer Willingness to Pay for Sustainable Horticultural Products,"The micro-topic tracked the evolution of research focusing on consumer willingness to pay (WTP) and attitudes towards sustainable practices within the horticultural and floricultural industries, shifting focus from general plant production to specific applications like lawns, florals, and packaging.",50,0.6473751068115234,academic__corporate__T3__academic_101__corporate_2,4
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S009,corporate_T3,corporate_T3_S009,Sustainable Manufacturing and Energy Transition,6,academic_T3::academic_T3_S226,academic,academic_T3,academic_T3_S226,Multi-Criteria Decision Making for Sustainable Material Selection,"The micro-topic tracks the evolution of applying structured decision-making methods (like AHP and TOPSIS) to the selection and evaluation of sustainable building materials across various technical domains, from initial design criteria to specific structural and environmental applications.",50,0.6264306902885437,academic__corporate__T3__academic_112__corporate_6,2
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,media_T3::media_T3_S000,media,media_T3,media_T3_S000,Sustainable Consumption and Environmental Impact,"The micro-topic tracks the evolution of sustainability discourse from broad environmental protection and corporate risk assessment to highly specific focuses on sustainable design, material science, and consumer action, with a recurring tension between systemic critique and technological/design solutions.",7263,0.6927490234375,media__corporate__T3__media_0__corporate_0,3
T3,"Sustainable products, services and consumption",corporate_T3::corporate_T3_S000,corporate_T3,corporate_T3_S000,ESG and Stakeholder Pressure on Emissions and Consumption,41,media_T3::media_T3_S002,media,media_T3,media_T3_S002,Community Building and Expert Contribution in Sustainability,"The micro-topic evolved from early, specific validations of sustainable practices to a sustained focus on community building, professional engagement, and calls to action, before narrowing again to specific geographical contributions.",130,0.6674120426177979,media__corporate__T3__media_2__corporate_0,1
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_PG01,academic,academic_T4,academic_T4_PG01,Evolution of CSR/ESG Disclosure and Stakeholder Reporting,"The micro-topic tracks the evolution of corporate disclosures concerning sustainability, moving from early conceptualizations of accountability and verification to a highly formalized focus on global standards (like ISSB/IFRS) and the empirical impact of ESG disclosures on financial outcomes and stakeholder trust.",6230,0.6473539471626282,academic__corporate__T4__academic_0__corporate_0,2
T4,"Climate strategy, carbon governance and disclosure",corporate_T4::corporate_T4_PG01,corporate_T4,corporate_T4_PG01,GHG Emissions Regulation and Risk Management,2377,academic_T4::academic_T4_PG06,academic,academic_T4,academic_T4_PG06,Pedagogical Evolution of Participatory Sustainability Education,"The micro-topic traces the evolution of participatory educational frameworks across sustainability challenges, moving from early governance concerns to highly integrated, action-oriented pedagogical models focused on SDGs and global competencies.",1210,0.4904970526695251,academic__corporate__T4__academic_7__corporate_0,0
